"timestamp","content","rating","user_id","category"
"2024-09-24 15:15:39","#PYIFF 8-灾难性的拍摄。吸引人的缺失历史、感兴趣的故事，却选择了非常糟糕的主线，各种穿插的东西使之更像大乱炖，实在没有去细细品味的欲望","2","Spike-314159265","negative"
"2024-09-24 15:28:39","平遥影展第一场，小城之春厅。非常惊艳，远超预期。映前看电影名字以为是讲诉女性的，但却是讲诉所有人，所有海外华人的故事。生老病死，凡人谁能避免？《茉莉花》《月亮代表我的心》，即便不了解历史不了解海外华人世界的人听到熟悉的旋律都会心潮澎湃不已。感谢导演。要赶下一场电影，以后写长评吧。","5","213326158","positive"
"2024-10-29 20:57:10","我终于明白为什么留学的时候被白男骚扰了去你妈的America疯马秀","2","199173457","negative"
"2024-10-29 22:36:39","好久没有看过一部电影真正等片尾字幕全部结束才亮灯的了","5","150167987","positive"
"2024-11-05 23:02:36","从最私人的地方开始，从那些爱人为爱人制作的拼贴海报开始，逐渐走向了更加广阔和深邃的地方，难能可贵的是那种私人始终没有被遮蔽。当几位女性在古巴的龙岗亲友会用彼此都没那么熟练的粤语唱起《茉莉花》的时候，个人的历史变成了毛细血管一般的形态流进了那个庞大的叙事之中，这一幕让我爱上了这部片子。那个带着昏黄滤镜的旧世界可以被写进更复杂的国族历史，但个人的小叙事永远能溢出，就像在那个小小的五彩斑斓的房间，爱人谈论着死亡和遗忘，柯比玩儿着纸牌接龙，她永远会赢。","5","HIDETOKAZU","positive"
"2024-09-24 12:41:33","一段被忽视的历史，视角还是很不错的。只可惜，也只是做到了第一层，也就是记录。","3","qijiuzhiyue","neutral"
"2024-09-24 13:09:59","紫禁城是皇宫也是俱乐部，太平洋是汪洋也连接故乡。获得单人纸牌的嘉奖，也获得唐人街的欢呼。有女人用一双手养活两个女儿，有父亲一生希望能把家人接回故乡。衰老并不意味着失去一切，在台上永远可以露出大腿跳出风情。她甚至发不出圆圆的发音，但粤戏里的唱词，茉莉花的曲调，都烙在骨子里不会散去。","3","xilouchen","detailed_neutral"
"2024-09-26 01:56:22","作为平遥WIP出品已然足够出彩，与去年同为纪录片的《幽灵肖像》方法论相似，南北美洲的地域补充也互为一体两面，都是媒介考古学的创作逻辑，叙事视角的不同也带来了截然不同的体验，但回忆自述的文体显然更适配这种创作，闯入式的纪录片方式仍略显生硬，更像是正统的传记片拍法。开头的节奏感极佳，以至于酷似圣丹斯那种独立纪录电影质感，聚焦昔日先锋移民舞者，唐人街不仅有着波兰斯基镜头下的冷峻，更有着移民文化下交融的温情，古巴段落最佳，在结构上的作用尤为重要，浑然天成的舞步与闲适的海滨场景相得益彰，恰时过渡到乡愁部分，剪辑节奏相当明快，但乡愁部分相比大洋彼岸的单元之下明显限制情绪表达，从纪录片层面来讲，总归是一部完成度尚可的创作。","4","Sanders03djy","positive"
"2024-10-27 16:48:38","纪念一下今年看到的最好的纪录片和女性题材的影片《女人世界》，主题是记录旧金山唐人街黄金时期舞者们的公路巡演故事，将于11月5日公映，推荐大家如果有机会不仅自己去看，还可以带着自己年长的女性长辈一起去看。同样是展现年长女性的生命能量，这部相对来说没有《出走的决心》那样让人trigger的细节（所以不用担心看完后会掀开伤疤），但七至九旬舞者们热爱生活、学习和创作的精神让人无限动容和被激励。 我看的这场是路演首站，导演杨圆圆分享了很多创作中的体验，其中最令我欣赏的是面对关于影片中没有过多着对舞者的凝视和亚裔面对的歧视的提问，她强调自己的记录视角更倾向于体现了这些舞者本真的情绪和情感，而非使用现代发展出的性别和种族观念去审视在当时真实生活的人，这是一种很落地的温柔。 如果有机会请支持路演！","5","195132743","positive"
"2024-09-26 01:56:22","作为平遥WIP出品已然足够出彩，与去年同为纪录片的《幽灵肖像》方法论相似，南北美洲的地域补充也互为一体两面，都是媒介考古学的创作逻辑，叙事视角的不同也带来了截然不同的体验，但回忆自述的文体显然更适配这种创作，闯入式的纪录片方式仍略显生硬，更像是正统的传记片拍法。开头的节奏感极佳，以至于酷似圣丹斯那种独立纪录电影质感，聚焦昔日先锋移民舞者，唐人街不仅有着波兰斯基镜头下的冷峻，更有着移民文化下交融的温情，古巴段落最佳，在结构上的作用尤为重要，浑然天成的舞步与闲适的海滨场景相得益彰，恰时过渡到乡愁部分，剪辑节奏相当明快，但乡愁部分相比大洋彼岸的单元之下明显限制情绪表达，从纪录片层面来讲，总归是一部完成度尚可的创作。","4","Sanders03djy","positive"
"2024-11-08 20:53:03","不知道为什么，从片子没开始多久我就忍不住哭了，而这哭一直延续到了影片结束。到底为什么哭呢？为这些一直生机勃勃做自己的女性而感动，同时也在问自己，现在的你，活着还有自我的追求吗？你的生活是真的安逸幸福还是得过且过？92岁的余金巧一直到生命的最后一刻还在起舞，而你的生命是否在虚度？为这些女性鼓掌，同时也感谢同为女性的导演，让她们被看见，同时鼓舞着这片土地上的每一位女性。","5","zishuiyilan","positive"
"2024-09-26 08:48:55","是属于她们的热烈、热情和热忱的人生，也是海外华人群体的一个标本，记录下了现在也回溯了历史，这些能被留存下来就是很大的意义。人生的意义在于出发在于过程在于步履不停，我学到了。","4","wudaoxing","positive"
"2024-11-10 13:27:49","与魏时煜的《金门银光梦》与《古巴花旦》遥相呼应，甚至后者的两个主角也在片中出镜。余金巧伉俪是绝对的主角，但导演所要呈现的是一个更隐秘与广大的华裔历史，一个恣意挥洒生命激情和艺术能量的女人世界。虽然并非论文电影，但整部片的建立逻辑还是有些散乱，一度无法把握剪辑的脉络，感觉对素材的编排似乎无法支撑起表达的野心。直到后段看她们在颐和园昆明湖上泛舟，老人哼唱起古老的旋律，忽然一种美的暖流跨越时空击中了我，影片的情感逻辑终于露出端倪。","4","yellowmoonbird","positive"
"2024-09-24 12:41:33","一段被忽视的历史，视角还是很不错的。只可惜，也只是做到了第一层，也就是记录。","3","qijiuzhiyue","neutral"
"2024-11-05 19:57:07","可能是议题原因，也可能是生活周遭，泪腺仿佛不相信有如此鲜活、真实、透彻、洒脱、旺盛的生命力，在最后一刻，在余金巧、方美仙在上海美术馆舞动之时，在片尾字幕叙述串联完整起整个故事之时，彻底决堤。","4","yangmingjiao","positive"
"2024-09-24 13:09:59","紫禁城是皇宫也是俱乐部，太平洋是汪洋也连接故乡。获得单人纸牌的嘉奖，也获得唐人街的欢呼。有女人用一双手养活两个女儿，有父亲一生希望能把家人接回故乡。衰老并不意味着失去一切，在台上永远可以露出大腿跳出风情。她甚至发不出圆圆的发音，但粤戏里的唱词，茉莉花的曲调，都烙在骨子里不会散去。","3","xilouchen","detailed_neutral"
"2024-11-13 15:42:05","一个特殊华裔女性团体的故事，导演用温情掩盖了一个事实，那就是康康舞是男性对于女色消费的产物，不然就不会随着脱衣舞的大行其道而迅速没落。","5","1338363","positive"
"2024-11-03 15:24:59","太好看，笑中带泪。让我们快乐生活。","5","aida","positive"
"2024-11-07 21:12:47","跳舞本身是一件太快乐的事情，自己做衣服想想都有趣（曾经和女性友人们想自己做衣服奈何技术局限性哈哈哈），记录本身很珍贵，稍显浅尝辄止了，希望看到更多细节和内容，和历史和时代的互动。","4","154731967","positive"
"2024-11-03 15:30:03","太动人了，非常轻盈、精巧的一部纪录电影。生命力带来无限的魅力，无论你是美丑还是年轻年老。不止是关于女人的电影，更关乎生命与衰老。每一个不曾起舞的日子都是对生命的辜负。","5","181622846","positive"
"2024-09-24 19:02:20","感觉为了上院线，所以片长减少了很多，很多细节没有展现出来，逻辑性少了些。很多感谢导演的话，出现在电影里，难免有些自恋。 不过奈何主角太迷人了，最后那段舞蹈，看哭了我。 PYIFF第1部。","4","earlyzaozao","positive"
"2024-10-29 20:57:10","我终于明白为什么留学的时候被白男骚扰了去你妈的America疯马秀","2","199173457","negative"
"2024-10-30 23:44:06","8.5导演没有聚焦于种族歧视、华人处境和如何克服人生中的种种困难，让本片缺乏一些厚重感，同样也带来了轻盈的氛围，歌舞人生也可以仅仅因为热爱而已，把每一次演出当做最后的天鹅之舞，一定是因为太喜欢跳舞啊！人生不过尽兴二字！","4","81693555","positive"
"2024-11-14 20:54:10","非常令人失望，白白浪費了一個好題材。素材極其有限乾癟，又完全不敢碰歷史和政治，更看不出什麼獨到的觀點。最讓我受不了的是，把「舞女」這份工作浪漫化，勵志化。「唐人街舞女」從誕生之初就是供白人男性賞玩的工具，和熱愛兩個字八竿子打不著。我以為會是一部借華人舞女的故事梳理數十年的美國華裔女性的血淚史，結果完全不是。這片不是什麼《女人世界》，就是一部毫無野心的《華人舞女的晚年生活》。","2","68490361","negative"
"2024-09-24 14:56:21","1960年 年轻的舞女们穿着精致的服装在美国跳着软色情舞蹈，与此同时中国大部分地区饿的吃树皮、吃土、吃尸体、吃伴侣、吃父母、吃孩子几千万人饿死，人间地狱。 人啊 平台啊 命运啊 看这个纪录片，在美国生活的这些华人经常笑，说着话就笑起来，这是给我印象很深的一个点，他们说着说着就笑起来，很开心的样子，我们这片土地什么时候能像额买瑞克一样自由 开放 包容 平等","3","180698234","detailed_neutral"
"2024-11-02 20:29:06","你们要看亚裔身份认同和第二性性剥削干嘛不自己去看书一定要带着这样的对智识的饥渴去看每部电影真的有点神经","5","72117266","positive"
"2024-11-08 13:20:38","非常好，从开头就屡屡感动到最后一刻。就像有人说的，这部片舍弃了深度，只是轻松地表现了一些东西，又聚焦在老女人身上。我一开始也想是因为在为尊者讳，后来又觉得这样就足够了，从始至终唯一的身份、唯一的持续是：我是一个舞者，我跳舞，一生。就这么轻盈，感觉看到年老的安，人类出走记。个人的历史切片似乎就是历史的最小单位。而且我很欣喜能在荧幕上看到老女人的面孔和身影，而不是成为看不见的群体。没有什么不应该。 生命力，从始至终的伟大生命力。所以我们只能像史蒂芬一样感慨，亲历者那么挥洒自如，总是赢。现代元素的加入让这部片子多了很多温情，弦诵幸未绝。全世界女性都去跳舞吧！反叛一样轻盈吧。","5","Dullrian","positive"
"2024-11-08 14:03:08","有趣有深度的选题，灾难性的拍摄。开头剧院导游和闪回片段让我以为自己碰上佳作，后面乱七八糟的叙事（一会美国一会古巴戏曲花旦一会中国探亲旅游），还有本来相关有意义话题极多（华裔 女性 老人 风俗产业，每一个都值得细细展开一下）但导演的选材蜻蜓点水莫名其妙。结尾的天鹅之舞和余奶奶的录像倒是骗了我几滴眼泪。（7.0/10）","3","180773470","detailed_neutral"
"2024-11-08 22:49:42","女性导演创作的，讲述一群华裔女性先锋在晚年持续发光发热的故事，能在院线上看到，已经足够了。纪录片制作层面上，似乎素材拼接有些散，故事的逻辑性上稍显不够紧密。华裔舞者的风采展现讲清楚了，关于生命与文化根源求索的部分，感觉连浅尝都没有就辄止了。","4","91325440","positive"
"2024-11-07 09:27:13","导演意图在开头旁白讲很明白了 作为亚裔被打造为东方主义奇观、作为女性被观众凝视、作为舞女在美国社会最底层挣扎 而随着年岁渐长还要再叠一层年龄buff 但导演的对抗是选择了一个有本就选择权、做什么都不会混得太差的高女作为拍摄对象 所以从一开始就脱轨了 变成用跳舞的爱好来论证迎合白人审美的露大腿自由 用建立老年舞团诡辩舞女是越老越吃香的职业 到世界各地演出延续和传播所谓的美籍华裔文化 也只是平添另一重奇观 遮蔽了更多结构性问题和底层的真实处境 有种清澈的愚蠢 一定要说从中得到了什么教益 那就是多跳舞能健康长寿吧","2","160259462","negative"
"2024-10-31 23:32:33","【导演映后场】做人呢就是开心啦！一部生活在西方的东方女性影像，展现自我，绽放自我，最终得到快乐的自我。当丈夫史蒂芬描述对于死亡的担忧时，妻子金巧玩着蜘蛛纸牌，还取胜了呢，多好！纪录片拍摄的过程会影响着他们，这种相互的作用也为影片增添奇妙的化学反应。","4","259967047","positive"
"2024-11-15 00:01:44","有许多可供大肆煽情或渲染的点，最终成片却如此轻盈温和精巧，灵气都要溢出来了 My my cobyWhat a glorious life.","5","ldqpz","positive"
"2024-11-13 14:14:21","因为有制片人徐筱做映后，所以看前做了很多功课听了很多对主创的播客访谈，没想到看片时还是被弄得又笑又哭。真可爱的人们，因为彼此深刻的生命联系而互相激发，共同燃起一团火、组成一大束生命之光。这样坦荡地面对身体，这样热烈地追求美，让死气沉沉的时代有了热和光。导演/作者的深度参与，让这个项目一开始看起来是那么的不可能，而它竟真的做到了，艺术让生活不可思议。动画、剪辑、档案甚至直接创造可纪录的事件，都让这部影片如此丰富和充满力量。喜欢Coby做的各种服装以及她专注的样子，喜欢史蒂芬给coby做的拼贴画，喜欢在古巴的三语交流她们年轻时的演出档案有一种强烈的奇观性让我直拍大腿，而年老后的温柔和美丽又那么令人舒适。之前从没关注过的群体，能通过这样的方式认识她们真是太好了！","5","rubbitU","positive"
"2024-10-28 23:19:54","迟到进入影院，结果发现影片尚未开始、取而代之开场的是一场临时策划的摇摆舞表演 。喜欢这样富有想象力的瞬间、例如Coby沿故宫的台阶走下，没有音乐，远景画面一角的友人唱起唐人街的歌谣，才好跳起舞来；还有影片结束展示伍锦霞《女人世界》剧照后黑屏：胶片现已遗失时胶片转动的噪声。横跨时空的紫荆城俱乐部与《女人世界》","5","SoLaichun","positive"
"2024-11-07 21:28:55","对生活的态度应该是： 搭配的整整齐齐的套装；唱50遍的swan song；吃泡面时翘起的小拇指；永不缺席的music；每天都能发现how fun 四个姐妹在街上说说笑笑打着雨伞，甚至不像我的今天，而是昨天。","5","157261068","positive"
"2024-10-30 22:25:42","最让我动容的是coby拿着她的一摞档案袋说出：这大概都是我想忘掉的事。但纪录片的叙事拍的像vlog，导演的映后重点一直放在coby不在了，不应该是因为她的死而让这部影片变得有价值。女性在时代被迫下的生路该被叫做先锋吗。","2","216937602","negative"
"2024-11-07 21:53:02","希望我92岁的时候也可以这么dynamic","4","186513616","positive"
"2024-11-06 20:37:38","第一次在百讲睡着了，影片感觉就像一个放大在大荧幕而显得制作缺点更突出的vlog而不是纪录片。优点五星的谈的够多，我只想知道最后字幕打出致敬和怀念的时候，夜总会舞女和先锋性两个词的链接到底在哪里？我不知道华裔女性/灰色地带舞女/移民与归国等议题单是我的期待，还是导演在多地辗转真的想深入挖掘的东西。最后只悟出到老年也要纵情起舞的道理，会不会有点太浪费这六年的努力 coby说自己做的亚洲风的衣领其实在真的土亚本人看来毫无瓷器味，说告别的时候coby会说英语日语意大利语但是连再见也说不出来，即使如此，coby还是要说，在American之前我首先是Chinese。她站在太平洋的另一端眺望和跳舞，问所以这片海也连着中国吗。不好说这是浅尝辄止还是点到为止。","3","199712310","detailed_neutral"
"2024-11-06 16:33:26","在那句我意识到我即是美国华裔舞者史之后，形式如何似乎已经不重要了。但主创还是给出了一个非常工整的形式，有作者视角、有逻辑、有审美，把理性和情感结合得恰到好处，言之有物也不过分煽情。在这个片子里同时看到了女性优秀的工作能力和共情能力，伟大的女性创作者！","5","192162496","positive"
"2024-11-08 01:42:24","同《里斯本丸沉沒》相似，本片也屬於對已步入暮年的歷史當事人加以搶救性打撈的口述史電影，為出身舊金山唐人街、年屆耄耋仍堅持舞蹈的華裔舞女，留下了寶貴的影像紀錄。影片在2020年戛然而止的面貌，顯示了中外之間從硬件到軟件的鐵幕落下，對於日漸成為一宗跨國事業的電影製作的深切影響，舞蹈團能在2019年完成訪華，實乃幸事。略感遺憾的是，兩位視覺藝術家（簡介自封）只是將不錯的食材端了上台，但未能借助史識對其加以進一步處理和製作：比較文學形象學也好，移民研究/華人華僑史也罷，諸多可能的議題，作者是一步也不願多想，心思是都花在如何安排傳主感謝自己、並把這些鏡頭一條不落地剪進正片上了？然而如果您只是想把影片做成美西版本的《夕陽紅》兼《藝術人生》，恐怕還不如去採訪採訪遍布中國大地的樺林舞王更有意義和故事性。","2","bork","negative"
"2024-09-26 22:18:47","用学术方法抵达具体人群，今昔影像揭开尘封历史记忆，鲜为人知的广阔天地中伫立自尊和自由。它是舞者的美丽人生，也是珍贵的档案文献，更关乎人类的聚合离散、起居迁徙。","5","3410802","positive"
"2024-09-24 13:02:18","九旬老太忆往昔峥嵘岁月！羡慕这体格，太硬朗了！果然生命在于运动，老了能赶上人家一半都烧高香了","3","W3IQ7","neutral"
"2024-11-02 17:57:50","男人感叹生命的意义，但对女人来说可能当下的愉悦更为重要呢女性意识更像是噱头，重点更像华裔女性的民族认同（瞎说的，其实主题挺模糊的），比较喜欢的是奶奶们的生命力内容太浅了（浅不算问题，问题是创作者又特地赋予了很深的意义，挺矛盾的），其实也可以深挖一点，不知道是不是不忍心","2","181661891","negative"
"2024-11-07 00:10:13","一小群人的生活被看见，是人类社会的历史不断完整和丰富的过程。","4","214973559","positive"
"2024-09-24 20:58:54","8th PYIFF# 现实与潜在影像构成一个历史-当下的时间晶体，不仅关联着个体/群体的自我指认，也联结着跨文化语境的碰撞。它又非纯粹的东方主义的巡视，而是在之中试图寻找对话的可能，这即是纪录的意义。可创作者主观的介入甚至被影像赋予了实体，因而在对纪录对象形象的反思上失去了深度，后半段的地点跳切几乎沦为游玩式的展览，以致在个人史和群体志的书写上同时在表面搁浅。","3","WZT20030226","detailed_neutral"
